,Title,sadness,anticipation,Fun,Love
59464,ghostin,5.0,1.0,0.0,0.0
59533,the ringer,15.0,8.0,0.0,0.0
59566,my hair,0.0,1.0,0.0,0.0
59596,dynamite,2.0,5.0,0.0,0.0
59703,for you,3.0,2.0,0.0,1.0
59782,d rose,2.0,2.0,0.0,0.0
59797,no favors,6.0,8.0,0.0,0.0
59887,shadow of the day,0.0,2.0,0.0,0.0
59926,creep on me,1.0,5.0,0.0,0.0
59964,open it up,6.0,7.0,0.0,0.0
60000,replay,2.0,2.0,0.0,0.0
60026,own it,3.0,6.0,0.0,0.0
60103,gotta be you,1.0,1.0,0.0,0.0
60122,watch,5.0,10.0,0.0,0.0
60179,dance monkey,1.0,2.0,0.0,0.0
60216,4th dimension,4.0,3.0,0.0,0.0
60234,feefa,5.0,3.0,0.0,0.0
60254,money in the grave,5.0,6.0,0.0,0.0
60303,this is me trying,1.0,0.0,0.0,0.0
60323,white label,6.0,7.0,0.0,0.0
60438,dinero,4.0,4.0,0.0,0.0
60450,cut my lip,0.0,0.0,0.0,0.0
60487,underdog,1.0,1.0,0.0,0.0
60490,talk to me nice,5.0,1.0,0.0,0.0
60519,anybody,0.0,0.0,0.0,0.0
60555,paper planes,2.0,4.0,1.0,0.0
60567,incredible,0.0,0.0,0.0,1.0
60596,you are the reason,4.0,1.0,0.0,0.0
60608,spoil my night,1.0,4.0,0.0,0.0
60642,sundress,0.0,2.0,0.0,0.0
60682,into it,0.0,3.0,0.0,0.0
60715,radioactive,2.0,2.0,0.0,0.0
60732,saint laurenttt,3.0,7.0,0.0,0.0
60735,cant stop the feeling!,2.0,4.0,0.0,0.0
60770,take it out on me,4.0,1.0,0.0,0.0
60806,all of me,5.0,3.0,0.0,1.0
60822,lick,12.0,6.0,0.0,0.0
60842,come closer,3.0,4.0,0.0,0.0
60859,just you and i,2.0,2.0,0.0,0.0
60880,somewhere i belong,6.0,3.0,0.0,0.0
60926,armed and dangerous,1.0,5.0,0.0,0.0
60943,contra,3.0,3.0,0.0,0.0
60975,who,2.0,5.0,0.0,0.0
60983,my my my!,1.0,4.0,0.0,0.0
61078,dance again,3.0,4.0,0.0,1.0
61144,attention,2.0,4.0,0.0,0.0
61150,break up song,5.0,3.0,0.0,0.0
61197,more than that,2.0,1.0,0.0,0.0
61263,start wit me,4.0,6.0,0.0,0.0
61279,capsize,0.0,1.0,0.0,0.0
61304,dying in la,2.0,5.0,0.0,0.0
61312,no candle no light,2.0,1.0,1.0,0.0
61420,passionfruit,1.0,4.0,0.0,0.0
61504,strawberry peels,3.0,4.0,0.0,0.0
61535,moshpit,3.0,9.0,0.0,0.0
61538,fingers,1.0,1.0,0.0,0.0
61571,no more sad songs,4.0,1.0,0.0,0.0
61586,cinnamon girl,3.0,1.0,0.0,0.0
61596,the heart part 4,6.0,14.0,0.0,0.0
61679,pete davidson,1.0,3.0,0.0,1.0
61716,lose somebody,1.0,0.0,0.0,0.0
61758,up to something,0.0,1.0,0.0,0.0
61854,call it what you want,1.0,0.0,0.0,1.0
61893,falling like the stars,2.0,1.0,0.0,1.0
61919,peak,3.0,2.0,0.0,0.0
61975,forever young,4.0,4.0,0.0,1.0
62026,get you the moon,4.0,3.0,0.0,1.0
62053,forever yours - avicii tribute,1.0,0.0,0.0,1.0
62140,oh holy night,5.0,9.0,0.0,0.0
62160,hot girl summer,1.0,3.0,0.0,0.0
62177,i love me,5.0,2.0,0.0,0.0
62232,leave me alone,1.0,0.0,0.0,0.0
62249,kiwi,4.0,2.0,0.0,0.0
62303,moon,1.0,1.0,0.0,0.0
62357,hands,1.0,5.0,1.0,0.0
62420,heather,2.0,2.0,0.0,0.0
62454,costa rica,1.0,1.0,0.0,0.0
62481,joy,2.0,9.0,0.0,0.0
62556,carol of the bells,1.0,4.0,0.0,0.0
62625,coffee bean,7.0,4.0,0.0,0.0
62646,hope is a dangerous thing for a woman like me to have - but i have it,3.0,5.0,0.0,0.0
62668,its secured,8.0,7.0,0.0,0.0
62708,would you ever,0.0,2.0,0.0,0.0
62784,total eclipse of the heart,3.0,5.0,0.0,1.0
62789,kings & queens,1.0,2.0,0.0,0.0
62828,wash us in the blood,6.0,7.0,0.0,0.0
62855,fast car,3.0,4.0,0.0,0.0
62887,hymn for the weekend,1.0,2.0,0.0,0.0
62966,witness,0.0,1.0,1.0,0.0
62987,head & heart,2.0,2.0,0.0,0.0
63096,okay,5.0,1.0,0.0,0.0
63141,the night we met,2.0,0.0,0.0,0.0
63175,still got time,2.0,4.0,0.0,0.0
63210,keep doing what youre doing,0.0,1.0,0.0,0.0
63217,codeine dreaming,4.0,6.0,0.0,0.0
63235,time to move on,3.0,1.0,0.0,0.0
63239,24k magic,6.0,5.0,0.0,0.0
63295,theres nothing holdin me back,1.0,2.0,0.0,0.0
63382,craving you,4.0,4.0,0.0,0.0
63393,party in the u.s.a.,0.0,1.0,1.0,0.0
63401,dont pretend,1.0,1.0,0.0,0.0
63428,gone,7.0,7.0,0.0,0.0
63503,i cant even lie,7.0,9.0,0.0,0.0
63507,fresh eyes,0.0,2.0,1.0,0.0
63549,hurt feelings,8.0,3.0,0.0,0.0
63570,good dope,3.0,3.0,0.0,0.0
63588,story of my life,4.0,2.0,0.0,1.0
63623,the way i am,8.0,6.0,0.0,0.0
63633,glow,0.0,4.0,0.0,0.0
63656,slidin,7.0,4.0,0.0,0.0
63686,young,2.0,2.0,0.0,0.0
63708,demons,2.0,1.0,0.0,0.0
63725,ego death,4.0,7.0,0.0,0.0
63818,those kinda nights,5.0,5.0,1.0,0.0
63875,drip,4.0,4.0,0.0,0.0
63882,its gotta be you,2.0,1.0,0.0,0.0
63924,nasty,1.0,5.0,0.0,0.0
63942,floating,0.0,1.0,0.0,0.0
63961,boomtrap protocol,3.0,4.0,0.0,0.0
63997,numbers,4.0,7.0,0.0,0.0
64009,oops,1.0,4.0,0.0,0.0
64062,love language,2.0,2.0,0.0,0.0
64114,sorcererz,1.0,2.0,0.0,0.0
64121,babylon,4.0,3.0,0.0,0.0
64145,boyfriend,3.0,3.0,0.0,0.0
64263,just got paid,1.0,6.0,1.0,0.0
64317,is that for me,3.0,2.0,0.0,0.0
64426,sad song,4.0,2.0,0.0,0.0
64440,jump,0.0,0.0,1.0,0.0
64460,the scotts,2.0,3.0,0.0,0.0
64511,know my rights,3.0,5.0,0.0,0.0
64521,sour candy,1.0,2.0,0.0,0.0
64592,respect the game,8.0,11.0,0.0,0.0
64597,good life,2.0,4.0,0.0,0.0
64653,history,4.0,5.0,0.0,0.0
64677,not you too,3.0,4.0,0.0,0.0
64704,ooouuu,8.0,9.0,0.0,0.0
64707,she ready,3.0,5.0,0.0,0.0
64715,descending,4.0,2.0,0.0,0.0
64747,wap,0.0,4.0,0.0,0.0
64878,16 lines,2.0,1.0,0.0,0.0
64890,try me,4.0,4.0,0.0,0.0
64935,moving along,4.0,1.0,0.0,0.0
64947,olivia,4.0,3.0,0.0,1.0
64973,bad!,2.0,2.0,0.0,0.0
65000,spotlight,9.0,6.0,0.0,0.0
65027,highest in the room,3.0,6.0,0.0,0.0
65227,future nostalgia,2.0,1.0,0.0,0.0
65235,either way,2.0,3.0,0.0,1.0
65288,nice guy,1.0,2.0,0.0,0.0
65327,popstar,2.0,5.0,0.0,0.0
65361,used 2,3.0,3.0,0.0,0.0
65364,love no more,0.0,0.0,0.0,1.0
65380,dancings not a crime,2.0,2.0,0.0,0.0
65433,get it right,1.0,1.0,0.0,0.0
65458,ganja burn,5.0,2.0,1.0,0.0
65466,tranquility base hotel & casino,3.0,4.0,0.0,0.0
65563,magic,2.0,1.0,0.0,0.0
65614,morning light,1.0,5.0,0.0,0.0
65623,same thing,11.0,12.0,0.0,0.0
65674,rockabye baby,4.0,8.0,0.0,0.0
65690,glad hes gone,4.0,5.0,0.0,0.0
65696,invincible,2.0,3.0,0.0,0.0
65742,dont die,8.0,6.0,0.0,0.0
65751,she,1.0,5.0,0.0,0.0
65810,drop out,3.0,1.0,0.0,0.0
65854,holly jolly christmas,1.0,2.0,0.0,1.0
65898,r.i.p.,0.0,4.0,0.0,0.0
65912,deep end,2.0,2.0,0.0,0.0
65926,someone like you,2.0,2.0,0.0,0.0
66000,lion king on ice,7.0,11.0,0.0,0.0
66060,there you are,0.0,0.0,0.0,1.0
66162,suncity,3.0,5.0,0.0,0.0
66260,rover,3.0,3.0,0.0,0.0
66277,crash,1.0,3.0,0.0,0.0
66285,sicko mode - skrillex remix,4.0,5.0,0.0,0.0
66300,swag,8.0,2.0,0.0,0.0
66371,purple lamborghini,11.0,9.0,1.0,0.0
66379,portland,3.0,5.0,0.0,0.0
66458,lets love,1.0,0.0,0.0,1.0
66474,playinwitme,2.0,3.0,0.0,0.0
66521,in the name of love,5.0,1.0,0.0,0.0
66569,happiness is a butterfly,6.0,4.0,0.0,0.0
66574,audio,1.0,1.0,0.0,0.0
66622,xanax damage,3.0,2.0,0.0,0.0
66625,killa killa,6.0,2.0,0.0,0.0
66634,getting over you,0.0,0.0,1.0,0.0
66799,heathens,2.0,4.0,0.0,0.0
66875,not for radio,7.0,5.0,0.0,0.0
66958,kissing strangers,1.0,4.0,0.0,1.0
67015,stuck together,6.0,7.0,0.0,0.0
67026,sunday morning jetpack,3.0,8.0,0.0,0.0
67029,serendipity,7.0,4.0,0.0,0.0
67046,bad romance,4.0,4.0,0.0,0.0
67052,once an addict - interlude,8.0,9.0,0.0,0.0
67091,ew,1.0,2.0,0.0,1.0
67102,dont rush,5.0,6.0,1.0,0.0
67131,genius,3.0,1.0,0.0,1.0
67165,leave a light on,4.0,0.0,0.0,0.0
67184,love u better,2.0,3.0,0.0,0.0
67211,i wanna rock,1.0,2.0,1.0,0.0
67222,monopoly,3.0,13.0,1.0,0.0
67254,best part,0.0,1.0,0.0,0.0
67486,asmr,11.0,8.0,0.0,0.0
67522,meet me in the hallway,1.0,0.0,0.0,0.0
67552,bad lil vibe,5.0,3.0,0.0,0.0
67561,my affection,2.0,1.0,0.0,0.0
67596,leader of the delinquents,10.0,3.0,0.0,0.0
67705,tati,4.0,3.0,0.0,0.0
67747,iris,0.0,1.0,0.0,0.0
67804,huncho dreams,6.0,7.0,1.0,0.0
67808,white iverson,4.0,6.0,0.0,0.0
67857,my business,1.0,1.0,0.0,0.0
67920,be mine,0.0,1.0,0.0,0.0
67998,if i aint got you,0.0,1.0,0.0,0.0
68011,777,2.0,1.0,0.0,0.0
68058,close to me,2.0,1.0,0.0,0.0
68085,you deserve better,3.0,2.0,0.0,0.0
68105,girl,3.0,4.0,0.0,0.0
68123,hurts 2b human,2.0,2.0,0.0,0.0
68143,oh wow...swerve,10.0,4.0,0.0,0.0
68146,3 headed goat,8.0,4.0,0.0,0.0
68191,never stop,12.0,6.0,0.0,0.0
68218,water,0.0,0.0,0.0,0.0
68271,xxx. feat. u2.,9.0,9.0,0.0,0.0
68298,daisy,4.0,2.0,0.0,0.0
68414,o little town of bethlehem,2.0,4.0,0.0,0.0
68447,miss you,3.0,3.0,0.0,1.0
68466,1x1,9.0,3.0,0.0,0.0
68472,carolina,1.0,2.0,0.0,1.0
68500,get well soon,4.0,2.0,0.0,0.0
68554,broken glass,3.0,8.0,0.0,0.0
68570,rockstar  - blm remix,9.0,9.0,0.0,0.0
68593,all i know,5.0,7.0,0.0,0.0
68616,afterglow,4.0,1.0,0.0,0.0
68632,rain,4.0,7.0,0.0,1.0
68647,10 feet,7.0,2.0,0.0,0.0
68650,ice cream,0.0,7.0,1.0,0.0
68677,naked,0.0,2.0,0.0,1.0
68705,still ballin,10.0,6.0,0.0,0.0
68715,saturday nights,4.0,0.0,0.0,0.0
68739,leave me,1.0,0.0,0.0,0.0
68751,closer,3.0,4.0,0.0,0.0
68804,danger,3.0,2.0,0.0,0.0
68861,my bad,2.0,1.0,0.0,0.0
68953,sweet but psycho,4.0,3.0,1.0,0.0
68987,push my luck,2.0,3.0,0.0,0.0
69004,ugh!,1.0,2.0,0.0,1.0
69034,my favorite part,2.0,3.0,0.0,0.0
69036,come alive,0.0,1.0,0.0,0.0
69048,black hole sun,3.0,1.0,0.0,1.0
69076,shake it up,1.0,0.0,0.0,0.0
69088,lonely this christmas,2.0,3.0,0.0,1.0
69138,wildest dreams,2.0,3.0,0.0,0.0
69153,trust,0.0,2.0,0.0,0.0
69168,missing my idols,3.0,2.0,0.0,0.0
69194,handsome,1.0,3.0,0.0,1.0
69232,rap saved me,5.0,8.0,0.0,0.0
69259,better now,1.0,1.0,0.0,0.0
69294,war,1.0,2.0,0.0,0.0
69347,three lions,1.0,5.0,0.0,0.0
69351,keep ya head up,18.0,12.0,0.0,0.0
69360,malfunction,2.0,6.0,0.0,0.0
69363,small talk,3.0,1.0,0.0,0.0
69392,something special,1.0,7.0,0.0,0.0
69409,violent crimes,3.0,0.0,0.0,0.0
69473,both,2.0,1.0,0.0,0.0
69516,all mine,3.0,4.0,0.0,0.0
69546,icon,5.0,1.0,0.0,0.0
69559,light my body up,4.0,4.0,0.0,0.0
69599,let it fly,5.0,7.0,0.0,0.0
69619,leave out all the rest,3.0,2.0,0.0,1.0
69654,nbayoungboat,8.0,7.0,0.0,0.0
69668,might as well,2.0,8.0,0.0,0.0
69745,wake up,1.0,2.0,0.0,0.0
69828,snitching,8.0,7.0,0.0,0.0
69846,soulmate,0.0,3.0,0.0,1.0
69889,stay blessed,3.0,9.0,0.0,0.0
69952,its a vibe,3.0,1.0,1.0,0.0
69958,she got me,0.0,0.0,0.0,0.0
69973,for now,4.0,2.0,0.0,0.0
70001,mistletoe and wine,0.0,5.0,0.0,0.0
70109,heart upon my sleeve,1.0,0.0,0.0,1.0
70177,landed,2.0,3.0,0.0,1.0
70194,stop snitchin,6.0,3.0,0.0,0.0
70229,blame it on baby,5.0,7.0,0.0,0.0
70272,i get the bag,10.0,7.0,0.0,0.0
70295,con calma - remix,1.0,3.0,0.0,0.0
70318,cant have everything,8.0,8.0,0.0,0.0
70346,down like that,3.0,5.0,0.0,0.0
70397,snow on tha bluff,8.0,12.0,0.0,0.0
70455,boomerang,2.0,2.0,0.0,0.0
70533,we could go back,0.0,1.0,0.0,0.0
70552,ghost town,0.0,1.0,0.0,0.0
70608,mad woman,6.0,4.0,0.0,0.0
70631,one step closer,0.0,0.0,0.0,0.0
70664,strip that down,2.0,2.0,0.0,0.0
70699,myself,2.0,2.0,0.0,0.0
70718,secreto,0.0,0.0,0.0,0.0
70732,no regrets,5.0,5.0,0.0,0.0
70773,swing,0.0,0.0,0.0,0.0
70790,f&n,3.0,4.0,1.0,0.0
70794,unfazed,3.0,1.0,0.0,0.0
70814,tuesday,1.0,0.0,1.0,0.0
70815,heaven can wait,2.0,4.0,0.0,0.0
70842,nothing breaks like a heart,8.0,1.0,0.0,1.0
70950,buck shots,3.0,6.0,0.0,0.0
70968,boys will be boys,2.0,1.0,0.0,1.0
71017,thats life,3.0,3.0,0.0,0.0
71032,romantic - notd remix,0.0,6.0,0.0,0.0
71058,homemade dynamite,1.0,0.0,0.0,0.0
71076,my boy,2.0,2.0,0.0,0.0
71120,feed me dope,2.0,7.0,0.0,0.0
71124,og beeper,3.0,8.0,0.0,0.0
71191,dollaz on my head,2.0,3.0,0.0,0.0
71275,past life,2.0,4.0,0.0,0.0
71337,no sleep leak,7.0,6.0,0.0,0.0
71429,panda,3.0,2.0,0.0,0.0
71460,wizard of oz,2.0,4.0,0.0,0.0
71476,lips,1.0,4.0,0.0,1.0
71519,oh my gawd,3.0,1.0,0.0,0.0
71531,smile,0.0,1.0,0.0,0.0
71578,like a stone,4.0,5.0,0.0,0.0
71599,kill this love,9.0,4.0,0.0,1.0
71634,afterthought,3.0,6.0,0.0,0.0
71643,no long talk,3.0,6.0,0.0,0.0
71673,top off,4.0,5.0,0.0,0.0
71702,3am,3.0,3.0,0.0,0.0
71715,bank account,9.0,3.0,0.0,0.0
71741,run up the racks,8.0,4.0,0.0,0.0
71745,crushed up,1.0,2.0,1.0,0.0
71794,wanted you,4.0,5.0,0.0,0.0
71825,perfect places,2.0,3.0,0.0,0.0
71899,mood,2.0,2.0,0.0,0.0
71956,you never know,1.0,0.0,0.0,1.0
71978,drop,5.0,3.0,0.0,0.0
72043,thug of spades,5.0,9.0,0.0,0.0
72046,river,2.0,2.0,0.0,1.0
72136,window pain - outro,8.0,14.0,0.0,0.0
72149,world gone mad,0.0,1.0,0.0,0.0
72164,ric flair drip,2.0,7.0,0.0,0.0
72326,hypnotised,0.0,0.0,0.0,0.0
72358,science fiction,1.0,3.0,0.0,0.0
72380,to be so lonely,2.0,2.0,0.0,0.0
72472,arcade,2.0,0.0,0.0,1.0
72490,blindfold,3.0,4.0,0.0,0.0
72495,kinda crazy,1.0,3.0,0.0,0.0
72534,one point perspective,6.0,7.0,0.0,0.0
72564,i love you so much,0.0,3.0,0.0,1.0
72568,life is good  - remix,9.0,12.0,0.0,0.0
72571,lucky you,18.0,12.0,0.0,0.0
72655,jesus is lord,1.0,0.0,0.0,0.0
72675,sin,2.0,2.0,0.0,0.0
72690,writing on the wall,2.0,4.0,0.0,0.0
72737,only human,3.0,2.0,0.0,0.0
72767,pizza,0.0,0.0,0.0,0.0
72786,otw,5.0,3.0,0.0,0.0
72835,la dee da,4.0,3.0,0.0,0.0
72863,hesitate,0.0,1.0,0.0,0.0
72866,jodeci freestyle,8.0,11.0,0.0,0.0
72954,dive,1.0,2.0,0.0,0.0
72989,amazing grace,3.0,7.0,0.0,0.0
73040,bloody valentine,3.0,4.0,0.0,0.0
73070,since way back,3.0,4.0,0.0,0.0
73101,made men,9.0,7.0,0.0,0.0
73121,rich nigga shit,2.0,4.0,0.0,0.0
73141,silver bells,1.0,3.0,0.0,0.0
73152,fake happy,1.0,3.0,0.0,0.0
73193,never let me go,1.0,3.0,0.0,0.0
73208,most girls,1.0,3.0,0.0,0.0
73240,sucker for pain,12.0,6.0,0.0,0.0
73304,bad news,5.0,2.0,0.0,0.0
73333,moving on and getting over,0.0,3.0,0.0,0.0
73359,make it back,3.0,3.0,0.0,0.0
73362,thought i knew you,3.0,2.0,0.0,1.0
73394,parasite eve,7.0,7.0,0.0,0.0
73406,urgency,3.0,2.0,0.0,1.0
73470,tomorrows dust,2.0,1.0,0.0,0.0
73478,sweet melody,4.0,5.0,0.0,0.0
73522,lose control,1.0,1.0,0.0,0.0
73555,goodmorningtokyo!,4.0,5.0,0.0,0.0
73563,one minute,13.0,5.0,0.0,0.0
73586,alarm,2.0,1.0,0.0,0.0
73639,too good,8.0,3.0,0.0,0.0
73704,everything i wanted,3.0,3.0,0.0,0.0
73774,party for one,0.0,3.0,0.0,0.0
73781,earth,4.0,1.0,0.0,0.0
73806,city of stars - from la la land soundtrack,1.0,3.0,0.0,0.0
73853,leray,3.0,5.0,0.0,0.0
73859,11 minutes,1.0,1.0,0.0,0.0
73883,tongue tied,1.0,2.0,0.0,0.0
73919,no money,0.0,2.0,0.0,0.0
73963,when i was young,3.0,3.0,0.0,0.0
73977,in my mind,0.0,0.0,0.0,1.0
74012,home with you,1.0,2.0,0.0,0.0
74035,hot shower,7.0,6.0,0.0,0.0
74042,flicker,3.0,2.0,0.0,1.0
74097,peace,3.0,2.0,0.0,0.0
74116,still dont know my name,3.0,2.0,0.0,0.0
74236,more mess,3.0,2.0,0.0,1.0
74249,let her go,5.0,2.0,0.0,0.0
74372,relentless,2.0,4.0,0.0,0.0
74419,wish you were gay,1.0,0.0,0.0,0.0
74537,wings,4.0,3.0,1.0,0.0
74543,hurt to look,4.0,4.0,0.0,0.0
74558,td up,5.0,7.0,1.0,0.0
74576,wave,4.0,4.0,0.0,0.0
74583,1.5,4.0,6.0,0.0,0.0
74627,didnt i,1.0,2.0,0.0,0.0
74682,wifi lit,2.0,6.0,0.0,0.0
74710,em calls paul - skit,2.0,1.0,0.0,0.0
74740,antisocial,4.0,3.0,0.0,0.0
74774,blowback,2.0,3.0,0.0,0.0
74787,i saw mommy kissing santa claus,0.0,2.0,0.0,0.0
74805,worst in me,0.0,0.0,0.0,0.0
74847,sauce it up,2.0,1.0,0.0,0.0
74852,change,3.0,1.0,0.0,0.0
75021,little things,2.0,3.0,0.0,1.0
75040,the bones,3.0,0.0,0.0,0.0
75054,perfectly wrong,2.0,2.0,0.0,1.0
75077,thats what love is,1.0,9.0,0.0,1.0
75096,fuck love,2.0,0.0,0.0,0.0
75131,electric love,2.0,0.0,0.0,0.0
75170,simmer,0.0,2.0,0.0,0.0
75177,bad bitch,7.0,5.0,0.0,0.0
75226,lights up,0.0,2.0,0.0,0.0
75271,all my friends,5.0,5.0,0.0,0.0
75340,you make me,0.0,0.0,0.0,1.0
75371,the scientist,2.0,2.0,0.0,1.0
75398,pop star,5.0,7.0,0.0,0.0
75431,the a team,2.0,4.0,0.0,0.0
75462,bad girls,5.0,1.0,1.0,0.0
75511,higher higher,2.0,3.0,0.0,0.0
75519,aint my fault,4.0,4.0,0.0,0.0
75543,love scars 3,1.0,1.0,0.0,0.0
75587,a sweeter place,3.0,1.0,0.0,0.0
75661,aint talkin bout love - 2015 remaster,1.0,2.0,0.0,1.0
75667,mixed personalities,3.0,5.0,0.0,0.0
75725,put your records on,2.0,2.0,0.0,0.0
75751,so close,0.0,0.0,0.0,1.0
75769,disrespectful,8.0,6.0,0.0,0.0
75799,fancy,7.0,7.0,1.0,0.0
75827,you dont know me - radio edit,1.0,2.0,0.0,0.0
75860,cops shot the kid,7.0,7.0,0.0,0.0
75948,vacation,2.0,3.0,0.0,0.0
75957,spoonman,1.0,1.0,0.0,0.0
76010,breaking the habit,1.0,1.0,0.0,0.0
76039,thought contagion,5.0,3.0,0.0,0.0
76082,stir fry,8.0,5.0,0.0,0.0
76105,sex with my ex,3.0,3.0,0.0,0.0
76124,madiba riddim,1.0,4.0,0.0,0.0
76152,pretty mami,4.0,1.0,0.0,0.0
76177,tranz,0.0,0.0,0.0,0.0
76202,marsh,8.0,7.0,0.0,0.0
76226,6 summers,3.0,7.0,0.0,0.0
76255,nero forte,8.0,5.0,0.0,0.0
76291,i wish it could be christmas everyday,1.0,2.0,0.0,0.0
76484,the flute song,3.0,2.0,0.0,0.0
76495,south london forever,4.0,4.0,0.0,0.0
76509,rags2riches 2,5.0,3.0,0.0,0.0
76512,barcelona,3.0,4.0,0.0,0.0
76598,king,2.0,3.0,0.0,0.0
76602,look what i found,1.0,0.0,0.0,0.0
76679,years go by,1.0,0.0,0.0,0.0
76708,uptown vibes,5.0,2.0,0.0,0.0
76760,one,4.0,1.0,0.0,1.0
76816,dont judge me,1.0,1.0,0.0,0.0
76823,midnight sky,1.0,1.0,0.0,1.0
76917,oceans away,3.0,1.0,0.0,0.0
76970,tony tone,5.0,3.0,0.0,0.0
76988,let me love you like a woman,2.0,5.0,0.0,1.0
77006,she bad,2.0,3.0,0.0,0.0
77023,a violent noise,1.0,3.0,0.0,0.0
77042,punani,4.0,1.0,0.0,0.0
77131,broken arrows,9.0,3.0,0.0,0.0
77210,owe me,4.0,2.0,0.0,0.0
77213,nasa,2.0,4.0,0.0,0.0
77248,ill be there,3.0,0.0,0.0,1.0
77277,end game,5.0,2.0,0.0,0.0
77387,outstanding,0.0,1.0,0.0,0.0
77469,cocoon,3.0,0.0,0.0,1.0
77505,supplies,2.0,2.0,0.0,0.0
77541,exile,6.0,1.0,0.0,0.0
77756,teenage fever,1.0,2.0,0.0,0.0
77785,i wont back down,0.0,0.0,0.0,0.0
77795,red roses,8.0,5.0,0.0,0.0
77798,mothers daughter,1.0,1.0,0.0,0.0
77829,godzilla,14.0,7.0,0.0,0.0
77871,turn me on,0.0,3.0,0.0,1.0
77884,hard work pays off,2.0,5.0,0.0,0.0
77939,top floor,2.0,5.0,0.0,0.0
77979,one dance,1.0,4.0,0.0,0.0
78049,how bout now,3.0,3.0,0.0,0.0
78058,dedicate,2.0,4.0,0.0,0.0
78076,life is beautiful,4.0,3.0,0.0,0.0
78094,six feet under,3.0,1.0,0.0,0.0
78191,trust nobody,6.0,0.0,0.0,0.0
78217,time flies,6.0,6.0,0.0,0.0
78235,1-800-273-8255,5.0,2.0,0.0,0.0
78270,plastic doll,2.0,2.0,0.0,0.0
78320,sicko mode,5.0,5.0,0.0,0.0
78355,under the sun,1.0,1.0,0.0,0.0
78451,give no fxk,4.0,9.0,0.0,0.0
78593,kill em with kindness,2.0,1.0,0.0,0.0
78716,one last song,2.0,3.0,0.0,1.0
78811,how to disappear,1.0,2.0,0.0,0.0
78888,sunset,2.0,1.0,0.0,1.0
78891,ice melts,3.0,2.0,0.0,1.0
78926,she loves control,2.0,1.0,0.0,0.0
78999,j-boy,5.0,5.0,0.0,1.0
79050,lambotruck,9.0,9.0,0.0,0.0
79055,andromeda,3.0,3.0,0.0,0.0
79084,something real,0.0,2.0,0.0,0.0
79088,gimmick,3.0,4.0,0.0,0.0
79140,drugs & the internet,0.0,1.0,1.0,0.0
79176,better off,1.0,1.0,0.0,0.0
79279,toy,1.0,3.0,0.0,0.0
79294,needy,7.0,6.0,1.0,0.0
79370,collide - radio edit,8.0,3.0,0.0,0.0
79429,2u,2.0,2.0,0.0,1.0
79478,tied up,1.0,2.0,0.0,0.0
79520,can we pretend,4.0,1.0,0.0,0.0
79558,head above water,4.0,9.0,0.0,0.0
79578,gangstas,2.0,2.0,0.0,0.0
79596,angel,1.0,1.0,0.0,1.0
79630,rnp,5.0,5.0,0.0,0.0
79637,magnolia,0.0,0.0,0.0,1.0
79649,that way,1.0,2.0,0.0,0.0
79684,next to me,1.0,4.0,0.0,0.0
79715,places,1.0,1.0,0.0,0.0
79729,jealous,4.0,2.0,0.0,0.0
79736,christmas lights,1.0,2.0,0.0,0.0
79779,before i close my eyes,1.0,2.0,0.0,0.0
79826,realist in it,8.0,7.0,0.0,0.0
79833,kids turned out fine,5.0,7.0,0.0,0.0
79856,bad energy,7.0,4.0,0.0,0.0
79880,fall threw,4.0,5.0,0.0,0.0
79885,big for your boots,11.0,10.0,1.0,0.0
79926,obvious,0.0,2.0,0.0,0.0
79952,you da baddest,7.0,3.0,0.0,0.0
79957,sims,2.0,0.0,0.0,0.0
79979,good intentions,5.0,3.0,0.0,0.0
80052,wrong,3.0,4.0,0.0,0.0
80059,pneuma,0.0,2.0,0.0,0.0
80075,beloved,4.0,4.0,0.0,1.0
80087,riptide,2.0,4.0,0.0,0.0
80105,riot,1.0,1.0,0.0,0.0
80120,carousel,2.0,2.0,0.0,0.0
80147,red bentley,10.0,5.0,0.0,0.0
80206,4422,0.0,0.0,0.0,0.0
80267,swervin,5.0,5.0,0.0,0.0
80328,holy,1.0,2.0,0.0,0.0
80409,i found you,0.0,0.0,0.0,1.0
80434,44 bulldog,2.0,4.0,0.0,0.0
80452,stitches,3.0,2.0,0.0,1.0
80483,distorted records,1.0,2.0,0.0,0.0
80501,beast,3.0,3.0,0.0,0.0
80557,d4l,0.0,0.0,0.0,0.0
80610,heart on ice,8.0,2.0,0.0,1.0
80624,bleed,2.0,2.0,0.0,0.0
80701,hittas,9.0,5.0,0.0,0.0
80717,more than this,3.0,3.0,0.0,0.0
80723,floor 555,2.0,2.0,0.0,0.0
80770,promise u that,5.0,4.0,0.0,0.0
80794,beat it,3.0,1.0,0.0,0.0
80819,venom - music from the motion picture,6.0,6.0,0.0,0.0
80849,there he go,8.0,4.0,0.0,0.0
80938,love incredible,4.0,2.0,0.0,1.0
80963,run for cover,5.0,3.0,0.0,0.0
80998,shape of you - stormzy remix,8.0,5.0,0.0,1.0
81009,real feel,0.0,3.0,0.0,0.0
81081,giants,4.0,7.0,1.0,0.0
81164,elevate,1.0,2.0,0.0,0.0
81309,pass out,3.0,5.0,0.0,0.0
81333,switch,7.0,7.0,0.0,0.0
81384,be yourself,3.0,3.0,0.0,1.0
